Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name
Susan Mcginley,obannons19691,16338,15068,306,4718357002,FALSE,"St Martin, MS",1/5/2016 21:07,8.00907E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for iPhone,499,None,None
Chukwuebuka Ezeka,cletusebuka,9371,2189,182,7.39191E+17,FALSE,,6/4/2016 20:22,8.00906E+17,"RT @EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump  #CowboysNation #PHIv…",en,Twitter for Android,329,None,None
NASTY WOMAN,aredhead331,71,425,19,7.38965E+17,FALSE,,6/4/2016 5:27,8.00906E+17,@realDonaldTrump #realdonaldtrump #NeverTrump @SenSanders @billmaher @MMFlint @SenWarren @VanJones68 EXPOSED https://t.co/TWkyrAFrjl,en,Twitter for iPhone,0,25073877,realDonaldTrump
JCANIDA,CanidaJames,19754,19401,949,7.56257E+17,FALSE, American w/Constitution value,7/21/2016 22:40,8.00905E+17,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/BLddb…,en,Twitter for Android,1,None,None
Deplorable B.Z.,bzazzie,42166,836,2318,7.60128E+17,FALSE,,8/1/2016 15:01,8.00904E+17,RT @amrightnow: About You #RealDonaldTrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #2A  #Wisconsin https://t.c…,en,Mobile Web (M5),9,None,None
Suzy Q,TheMonarchGirl,137,21,37,8.00013E+17,FALSE,United States,11/19/2016 16:29,8.00903E+17,@GayleKing Please don't stay silent about your meeting with #realdonaldtrump. We need you!,en,Twitter Web Client,0,29546945,GayleKing
DUBE,dubeluvky,14714,4,546,7.42149E+17,FALSE,Spain,6/13/2016 0:19,8.00901E+17,"RT @Esmathp: ""@EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump… https://t…",en,Twitter for Android,141,None,None
JaPhem,Japhem2,3483,1740,100,7.58021E+17,FALSE,United States,7/26/2016 19:29,8.00901E+17,Bum bum da da bum!  Trumpets and Trumpets on fire 🔥 tonight #AnnCoulter #deplorables #realDonaldTrump #deplorableafrocon,en,Twitter for iPhone,0,None,None
Marilyn Lavala,MarilynLavala,21658,7836,2208,7.11292E+17,FALSE,So NJ,3/19/2016 20:43,8.009E+17,RT @amrightnow: About You #RealDonaldTrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #2A  #Wisconsin https://t.c…,en,Twitter for Android,9,None,None
Tammy Southwick,TammySouthwick1,22937,3655,1789,7.15385E+17,FALSE,"Clearwater, FL",3/31/2016 3:47,8.009E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/8CWTsGP…,fr,Twitter for Android,7,None,None
j cowley,cosmicfirepeace,27205,4992,1870,7.47891E+17,FALSE,,6/28/2016 20:35,8.00899E+17,#realDonaldTrump Stop your bellyaching... complaining like a spoiled rotten kid around 4 years old... #Manbaby thinks life's #unfair to him!,en,Twitter Web Client,2,None,None
Jerry Hayes,JerryHa13215067,7442,2985,165,4704599575,FALSE,,1/3/2016 19:05,8.00898E+17,RT @amrightnow: Open your eyes #tcot https://t.co/j58e8aacrE #TrumpTrain #military #Veterans #realdonaldtrump https://t.co/jeCg0g44Op,en,Twitter for Android,5,None,None
Jerry Hayes,JerryHa13215067,7442,2985,165,4704599575,FALSE,,1/3/2016 19:05,8.00898E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #maga #Military https://t.co/MpRYSYJpcp #tcot https://t.co/h5…,en,Twitter for Android,4,None,None
Jennifer,Jen_N_Russ,32548,13057,1539,7.03238E+17,FALSE,USA,2/26/2016 15:18,8.00896E+17,RT @amrightnow: About You #RealDonaldTrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #2A  #Wisconsin https://t.c…,en,Twitter for Android,9,None,None
Gigi Varano,GVarano2016,62,11,6,7.85211E+17,FALSE,,10/9/2016 20:09,8.00895E+17,@megynkelly @GenFlynn Trust is a very important factor regarding President Trump's selections.  He needs no Trojan Horses #realDonaldTrump,en,Twitter Web Client,0,110445334,megynkelly
JJohnson,JJohnson2u,19974,56861,567,4868688743,FALSE,,2/1/2016 9:44,8.00895E+17,RT @WimpyLassiter: Didn't media pretty much ignore fact that Pres-elect likely defrauded thousands? #realDonaldTrump has too massive an ego…,en,Twitter for Android,2,None,None
Mitch Smith,Just_1_Mitch,446,12,3,7.85266E+17,FALSE,,10/9/2016 23:49,8.00893E+17,#realDonaldTrump @nbcsnl There's lots that deserves to be made fun of in you and your people.,en,Twitter Web Client,0,None,None
Mitch Smith,Just_1_Mitch,446,12,3,7.85266E+17,FALSE,,10/9/2016 23:49,8.00892E+17,#realDonaldTrump The crocked media on your side tried to hide it.,en,Twitter Web Client,1,None,None
Marilyn Beck,Marilyn88088793,14460,3673,467,4919996619,FALSE,,2/16/2016 16:53,8.0089E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #maga #Military https://t.co/MpRYSZ10AZ #tcot https://t.co/h0…,en,Mobile Web (M5),6,None,None
WE THE PEOPLE:,EricFriedberg1,4234,3458,1654,7.46315E+17,FALSE,United States,6/24/2016 12:13,8.0089E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.co/g4fj…,en,Twitter for Android,5,None,None
Ni Lov,Nineh_Lov,1,0,0,8.00853E+17,FALSE,,11/22/2016 0:07,8.00889E+17,"#GigiHadid Speaking with an accent is not stupid, ridiculing one IS stupid.Go educate yourself.#MelaniaFirstLady #realDonaldTrump",en,Twitter Web Client,0,None,None
Fae,Cashel_Finn,1217,1795,34,7.80501E+17,FALSE,"Seattle, WA, San Francisco CA",9/26/2016 20:16,8.00889E+17,RT @rcaplice: Why hasn't #realDonaldTrump denounced the alt-right rally where Heil Trump was chanted? Apparently it's more impt to scold a…,en,Twitter for iPad,9,None,None
Latina for Trump,wantu2c,12975,12693,573,7.65255E+17,FALSE,"Washington, USA",8/15/2016 18:32,8.00888E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/8CWTsGP…,fr,Twitter for iPhone,7,None,None
Grace courtwright,Gracecourtwrig3,13853,12248,248,7.7401E+17,FALSE,"Manlius, NY",9/8/2016 22:22,8.00888E+17,"RT @amrightnow: ""The Real Trump"" Make Video #realdonaldtrump https://t.co/j58e89SB34 #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.…",en,Twitter for Android,3,None,None
DesertQueen,jewelagave,13834,14909,1060,7.41025E+17,FALSE,,6/9/2016 21:50,8.00887E+17,RT @amrightnow: #veterans #Vote2016  #realdonaldTrump  Help is incoming https://t.co/j58e8aacrE #maga #Military #realbencarson https://t.co…,en,Twitter for Android,4,None,None
Elvis,elvishawaii73,24181,28518,2168,7.15529E+17,FALSE,"Chicago, IL",3/31/2016 13:20,8.00887E+17,RT @amrightnow: Its harvest time vote Trump 2016 #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/GFVvizJRGw,en,Twitter for Android,1,None,None
Grace courtwright,Gracecourtwrig3,13853,12248,248,7.7401E+17,FALSE,"Manlius, NY",9/8/2016 22:22,8.00886E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #maga #Military https://t.co/MpRYSZ10AZ #tcot https://t.co/h0…,en,Twitter for Android,6,None,None
jdesert1 Vote Trump,JimDesert1,42022,7013,478,7.30865E+17,FALSE,,5/12/2016 21:01,8.00886E+17,"RT @amrightnow: ""The Real Trump"" Make Video #realdonaldtrump https://t.co/j58e89SB34 #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.…",en,Twitter Web Client,3,None,None
Lisa,CasperMomNJ,22142,6022,469,7.8482E+17,FALSE,"Jersey Shore, NJ",10/8/2016 18:18,8.00884E+17,"RT @_Women4Trump: AT DISNEYLAND, CA. WEARING MY TRUMP HAT PROUDLY. People stare BUT, WE WON. #REALDONALDTRUMP  #MAGA #TRUMP #FOXNewsWorld…",en,Twitter for iPhone,34,None,None
Mark Richardson,M_Richardson42,37939,36905,3211,4861446281,FALSE,,1/29/2016 20:25,8.00884E+17,"RT @_Women4Trump: AT DISNEYLAND, CA. WEARING MY TRUMP HAT PROUDLY. People stare BUT, WE WON. #REALDONALDTRUMP  #MAGA #TRUMP #FOXNewsWorld…",en,Twitter for iPhone,34,None,None
Deplorable Pete,nap014,16840,7699,989,7.6026E+17,FALSE,,8/1/2016 23:44,8.00884E+17,"RT @_Women4Trump: AT DISNEYLAND, CA. WEARING MY TRUMP HAT PROUDLY. People stare BUT, WE WON. #REALDONALDTRUMP  #MAGA #TRUMP #FOXNewsWorld…",en,Twitter Web Client,34,None,None
AquaOn25,tmsoupa,1070,1176,77,7.05195E+17,FALSE,Virginia Beach,3/3/2016 0:56,8.00883E+17,"RT @luiscruz31: Very powerful words...
#realDonaldTrump #MAGA #draintheswamp #Assange #podestaemails36 #WIKILEAKS #julianasange https://t.c…",en,Twitter for iPhone,177,None,None
J.John,jeyjohns,21,10,9,8.00076E+17,FALSE,"Texas, USA",11/19/2016 20:40,8.00882E+17,#hamiltonmusical #realDonaldTrump https://t.co/iddwTVJEQk,und,Twitter for iPhone,0,None,None
S. Scott Williams,S_ScottWilliams,319,11,53,4818269344,FALSE,"Brooklyn, NY",1/16/2016 14:42,8.00881E+17,"Black Wealth in the Age of Trump

https://t.co/Tsz0b9cmyc

Dubois v.s. B.T. Washington continues?  #HillaryClinton,  #realDonaldTrump",en,Twitter for Android,0,None,None
Tommy Apse,TommyApse,5,13,4,8.00858E+17,FALSE,"Stowe, VT",11/22/2016 0:27,8.0088E+17,And so it begins. #realDonaldTrump https://t.co/vCwSQ3dOXI,en,Twitter for iPhone,0,None,None
Gigi Varano,GVarano2016,62,11,6,7.85211E+17,FALSE,,10/9/2016 20:09,8.0088E+17,#realdonaldtrump is getting it all together nicely even in the face of critics. He is going to knock it out of the park!!!,en,Twitter Web Client,0,None,None
Diego Garcia,DiegoGa71246253,90426,3659,474,7.15435E+17,FALSE,,3/31/2016 7:04,8.00877E+17,"RT @Esmathp: ""@EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump… https://t…",en,Twitter for Android,141,None,None
Sizemore,eva48w4,67946,8695,1452,7.02895E+17,FALSE,,2/25/2016 16:37,8.00876E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter Web Client,499,None,None
Shalini Kempen,KempenShalini,8957,1310,231,6.97608E+17,FALSE,,2/11/2016 2:28,8.00875E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/mhCGx5c…,fr,Twitter for Android,6,None,None
Michele Dehn,MicheleDehn,16986,11428,1247,7.58493E+17,FALSE,"Fox Lake, IL",7/28/2016 2:41,8.00874E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/mhCGx5c…,fr,Twitter for Android,6,None,None
Steven Barnett,stevan_barnett,1,0,4,7.68481E+17,FALSE,United States,8/24/2016 16:11,8.00874E+17,#realDonaldTrump  I'm a Af-Am &amp; you got my vote. Mitt Romney projects an image of strength. Rudy G. appears to be a broken down man!,en,Twitter for iPhone,0,None,None
Dirty old reb,reb_old,14442,6981,1360,7.09104E+17,FALSE,,3/13/2016 19:49,8.00873E+17,RT @amrightnow: About You #realdonaldtrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #A2 #tcot #A1 https://t.co/…,en,Twitter Web Client,2,None,None
Sue Justus,RedWhiteBlueMe2,6110,5192,185,7.56476E+17,FALSE,,7/22/2016 13:07,8.00872E+17,"@bfraser747 @brunelldonald @YourVoice_Radio #realDonaldTrump please interview Brunell, Donald, she'll make you proud!",en,Twitter for iPad,0,274891222,bfraser747
MsDeplorable,Deplorable10916,2768,732,369,7.8522E+17,FALSE,"LOVE OUR COUNTRY,United States",10/9/2016 20:45,8.00872E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/mhCGx5c…,fr,Twitter Web Client,6,None,None
j cowley,cosmicfirepeace,27205,4992,1870,7.47891E+17,FALSE,,6/28/2016 20:35,8.00872E+17,What's the difference between #realdonaldtrump and #BillCosby...,en,Twitter Web Client,0,None,None
Janaie,hawkee12345,10688,8810,663,4853435608,FALSE,,1/27/2016 12:19,8.00871E+17,"RT @amrightnow: Real Trump NO Refugees Allowed In The US ""0"" Paris Declares Act Of War https://t.co/j58e8aacrE #realDonaldTrump https://t.c…",en,Twitter for Android,4,None,None
NASTY WOMAN,aredhead331,71,425,19,7.38965E+17,FALSE,,6/4/2016 5:27,8.00869E+17,@realDonaldTrump #realdonaldtrump Afraid U'd choke or just afraid 2 answer questions from the press? Video cop out frm incoherent pres elect,en,Twitter for iPhone,0,25073877,realDonaldTrump
Peggi,PeggiDial,9,5,0,7.64507E+17,FALSE,,8/13/2016 16:59,8.00868E+17,Why don't we build walls around all the USA and her territories? #realDonaldTrump,en,Twitter for Android,0,None,None
Street Drovez™️,SvvanIsNovember,10328,11377,187,7.13989E+17,FALSE,"Hillsboro, OR",3/27/2016 7:19,8.00868E+17,@AP_Politics @AP @KellyannePolls @SenatorSessions #realDonaldTrump,und,Twitter for Android,0,426802833,AP_Politics
Tallulah,MrBentleysowner,17307,26425,1560,7.13375E+17,FALSE,United States,3/25/2016 14:42,8.00868E+17,"RT @PROPHECYandNEWS: DOW, NASDAQ and S&amp;P - BIG 3 - ALL 3 at ALL TIME HIGHS today since #realDonaldTrump started making #America great again!",en,Twitter for Android,1,None,None
Bill Williams,billeill,10,1,14,7.21095E+17,FALSE,,4/15/2016 21:56,8.00862E+17,You are an absolute embarrassment to our  country  conflicts of interest  abound #realdonaldtrump,en,Twitter for Android,0,None,None
MinkSnopes,WimpyLassiter,465,188,20,7.86003E+17,FALSE,"Illinois, USA",10/12/2016 0:37,8.00861E+17,Didn't media pretty much ignore fact that Pres-elect likely defrauded thousands? #realDonaldTrump has too massive a… https://t.co/LUPm93gIwt,en,Twitter for Android,2,None,None
TRUMP REVOLUTION,VA4DJT,68017,24912,4141,7.62457E+17,FALSE,"Endless Mountains, PA",8/8/2016 1:13,8.00861E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
Moking,peachyking501,902,986,14,7.80494E+17,FALSE,,9/26/2016 19:48,8.00861E+17,#realdonaldtrump I'm very upset with banning our American Flag!!This needs to be stopped!!!,en,Twitter for iPhone,2,None,None
A.J. McGuire,AJMcGuire4,96037,39917,1585,7.07254E+17,FALSE,,3/8/2016 17:17,8.00859E+17,RT @amrightnow: Go #AIRFORCE #Vote2016 #realdonaldtrump For the Strongest #Military #veterans #realbencarson #Army #navy #usmc https://t.co…,en,Twitter for Android,5,None,None
DoDogsLaugh?,CottonCandyMmm,10955,10021,226,7.86434E+17,FALSE,United States,10/13/2016 5:09,8.00858E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
MsDeplorable,Deplorable10916,2768,732,369,7.8522E+17,FALSE,"LOVE OUR COUNTRY,United States",10/9/2016 20:45,8.00857E+17,RT @amrightnow: Go #AIRFORCE #Vote2016 #realdonaldtrump For the Strongest #Military #veterans #realbencarson #Army #navy #usmc https://t.co…,en,Twitter Web Client,5,None,None
peter ezirim,penezim,253,0,12,7.96288E+17,FALSE,PORTHARCOURT,11/9/2016 9:48,8.00856E+17,"RT @EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump  #CowboysNation #PHIv…",en,Twitter for Android,329,None,None
A.J. McGuire,AJMcGuire4,96037,39917,1585,7.07254E+17,FALSE,,3/8/2016 17:17,8.00855E+17,RT @amrightnow: Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https://t.co/TER6K5Q…,fr,Twitter for Android,2,None,None
Rick Parker,HappyintheWest,2024,2998,61,7.554E+17,FALSE,"Calgary, Alberta",7/19/2016 13:52,8.00854E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for iPad,499,None,None
Shane Smith,ShaneSm55685750,6670,7239,289,7.46941E+17,FALSE,"California, USA",6/26/2016 5:38,8.00854E+17,"RT @_Women4Trump: AT DISNEYLAND, CA. WEARING MY TRUMP HAT PROUDLY. People stare BUT, WE WON. #REALDONALDTRUMP  #MAGA #TRUMP #FOXNewsWorld…",en,Twitter for iPhone,34,None,None
Molly Lee,1122Moll_doll,3,0,0,7.72489E+17,FALSE,,9/4/2016 17:39,8.00853E+17,"#realdonaldtrump hiring men vehemently against him becoming pres
ident so he can be their boss and order them around. Hypocritical pols!",en,Twitter Web Client,0,None,None
j cowley,cosmicfirepeace,27205,4992,1870,7.47891E+17,FALSE,,6/28/2016 20:35,8.00853E+17,#RickPerry can't remember three things in a row...  but by all means #realdonaldTrump.. give him a top job #Donaldducks #notmypresident,en,Twitter Web Client,1,None,None
Ingrid For Trump,_Women4Trump,1670,2423,294,4824353215,FALSE,"Los Angeles, CA",1/28/2016 6:39,8.00853E+17,"AT DISNEYLAND, CA. WEARING MY TRUMP HAT PROUDLY. People stare BUT, WE WON. #REALDONALDTRUMP  #MAGA #TRUMP… https://t.co/ParAUNZVdm",en,Twitter for Android,34,None,None
TheLibertyChoice,LibertyChoice1,1390,2671,3275,7.89145E+17,FALSE,"Burbank, CA",10/20/2016 16:45,8.00852E+17,"Donald Trump’s media summit was a ‘f—ing firing squad’ | New York Post.

 https://t.co/qoXeVzYyZI… https://t.co/znsdwlX3Cv",en,Twitter for Android,3,None,None
Ken Staff,KenKenbo711,2,2,2,7.5304E+17,FALSE,,7/13/2016 1:36,8.0085E+17,#realDonaldTrump,und,Twitter for iPhone,0,None,None
Marilyn Beck,Marilyn88088793,14460,3673,467,4919996619,FALSE,,2/16/2016 16:53,8.0085E+17,RT @amrightnow: Just a American #realdonaldtrump #trump2016 You’re American #tcot #Greta #1A #2A #realdonaldtrump America First #1 https://…,en,Mobile Web (M5),4,None,None
Rey,Reycuevas777,137,54,4,7.54502E+17,FALSE,,7/17/2016 2:23,8.00848E+17,@Faitelson_ESPN asi como #realDonaldTrump respeta a los mexicanos,es,Twitter for Android,0,150832830,Faitelson_ESPN
Cori Briggs,Sofuggit2,551,483,35,7.38568E+17,FALSE,"Jacksonville, FL",6/3/2016 3:08,8.00845E+17,"Congrats non-racist, non-white, Jewish, Muslim, (non Christian) Americans that voted for Trump.… https://t.co/wtAIouIbAs",en,Twitter Web Client,1,None,None
AmericanMarineGySgt,rodger_sutton,40069,26167,861,7.30764E+17,FALSE,Central FLORIDA,5/12/2016 14:16,8.00845E+17,RT @TrumpedAmerica: Trump About You https://t.co/AGxA2b3O9E #realdonaldtrump #trump2016 https://t.co/lIPD0HfxQK,en,Twitter for Android,1,None,None
Humpty Dumpty,humptydumpty833,486,143,90,7.67922E+17,FALSE,,8/23/2016 3:09,8.00845E+17,RT @SanTenChan: #BreakingNews #AntiTrump #communist #protest #degenerate #into #hateful protest #Trump #realDonaldTrump #president https://…,en,Twitter Web Client,485,None,None
Phyllis Spencer,PhyllisKingSpe1,976,38,155,7.968E+17,FALSE,"Vero Beach, FL",11/10/2016 19:43,8.00844E+17,RT @amrightnow: #veterans Hang On #Vote2016 #realdonaldTrump Help is incoming #maga #Military https://t.co/MpRYSYJpcp #tcot https://t.co/DM…,en,Twitter Web Client,4,None,None
Marilyn Findlay,mollytwo1,33417,14581,1177,7.25057E+17,FALSE,"Kingston,Ontario",4/26/2016 20:20,8.00836E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Mobile Web (M5),499,None,None
Jennifer Wilson,newsfan10,737,166,5,4805037350,FALSE,,1/23/2016 23:52,8.00835E+17,is #realdonaldtrump putting together team of rivals or team of losers?,en,Twitter Web Client,0,None,None
Mom For Trump,StacyBrewer18,46862,76577,15163,7.06189E+17,FALSE,"Cleveland, OH",3/5/2016 18:47,8.00834E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
Debbie J Simunek,bobbiejorose482,5067,3747,299,7.42142E+17,FALSE,,6/12/2016 23:49,8.00833E+17,RT @SLaFrankie: Calvin Hunt Harlem man Trump supporter outside Trump Tower  #MAGA #realDonaldTrump https://t.co/0VGlg6bzs9,en,Twitter for iPhone,168,None,None
vickie gleissner,vahtweeter,19,0,0,7.15203E+17,FALSE,"Birmingham, AL",3/30/2016 15:42,8.00832E+17,"#realDonaldTrump NEVER FOLLOWED FAV SANTANA AFTER TRASHING""W"" ONSTAGE. HORRIBLE MISUSE OF MICROPHONE. PENCE ELEGANT RESPONSE. LEARN FRM HIM",en,Twitter Web Client,0,None,None
Ariz empire,nwachukwuarinz5,55,1,16,7.73283E+17,FALSE,"Port Harcourt, Nigeria",9/6/2016 22:13,8.00831E+17,"RT @EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump  #CowboysNation #PHIv…",en,Twitter for Android,329,None,None
Sumedha Bahri,MomedianSB,17,7,52,7.55459E+17,FALSE,Northern Virginia ,7/19/2016 17:48,8.00831E+17,"#MikePence spotted wandering White House with an orange wig and what looks to be cheeto powder on his face, while #realDonaldTrump in NY!😝",en,Mobile Web (M5),1,None,None
shakti,dewardlyons,6,1,30,8.00493E+17,FALSE,"New York, USA",11/21/2016 0:15,8.0083E+17,@TeslaMotors @POTUS @elonmusk @realDonaldTrump   please make sure proper progress occurs and more... #solarenergy… https://t.co/oPvxj2fiZt,en,Twitter for iPhone,0,13298072,TeslaMotors
vickie gleissner,vahtweeter,19,0,0,7.15203E+17,FALSE,"Birmingham, AL",3/30/2016 15:42,8.0083E+17,#realDonaldTrump PLEASE BE MORE PRESIDENTIAL WITH TWEETS! SAYING HAMILTON IS NOT THAT SUCCESSFUL MAKES YOU LOOK IGNORANT. YOUR BIGGEST FAN,en,Twitter Web Client,1,None,None
Raychel Val,I_am_Bellona,10,22,5,8.00394E+17,FALSE,,11/20/2016 17:43,8.0083E+17,@realDonaldTrump Stop the fraud at Trump U. Find a real blind trust for your dirty wealth #MalignantPOSTrump… https://t.co/ggzWPjq6Vx,en,Twitter Web Client,0,25073877,realDonaldTrump
Jon Stevens,I_LOVE_DONALD_T,240,108,678,7.693E+17,FALSE,"Hoboken, NJ",8/26/2016 22:26,8.00826E+17,"RT @amrightnow: #Vote2016 "" #realdonaldTrump  For You Americans https://t.co/j58e8aacrE #maga #Military #veterans #realbencarson https://t.…",en,Twitter for Android,3,None,None
🇺🇸Chris🇺🇸,Chr1sle1ner,14253,43698,537,7.46854E+17,FALSE,,6/25/2016 23:53,8.00824E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
David Sheppard,davidsh01060735,6086,1810,455,7.15265E+17,FALSE,,3/30/2016 19:50,8.00822E+17,RT @amrightnow: Go #NAVY #Vote2016 #realdonaldtrump For the Strongest #Military #veterans #realbencarson #Army #usmc #airforce https://t.co…,en,Twitter for Android,4,None,None
NASTY WOMAN,aredhead331,71,425,19,7.38965E+17,FALSE,,6/4/2016 5:27,8.0082E+17,"@realDonaldTrump #realdonaldtrump @VanJones68 @AC360 @mitchellreports As pres elect, dont u have other stuff 2 do than tweet abt Hamilton???",en,Twitter for iPhone,0,25073877,realDonaldTrump
🦃🍂Psalm100:4🍂🦃,MichaelRayAdam2,110133,106026,7332,4739845481,FALSE,"Huntsville, AL",1/8/2016 1:27,8.00819E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for iPad,499,None,None
Chigozie ezeh,Chigozieezeh6,48292,5,341,7.11939E+17,FALSE,,3/21/2016 15:34,8.00818E+17,"RT @Esmathp: ""@EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump… https://t…",en,Twitter for Android,141,None,None
BeyondComprehension,freemyheart31,37662,357,761,7.64602E+17,FALSE,,8/13/2016 23:17,8.00818E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Mobile Web (M5),499,None,None
Susan Mcginley,obannons19691,16340,15070,306,4718357002,FALSE,"St Martin, MS",1/5/2016 21:07,8.00817E+17,"RT @luiscruz31: Very powerful words...
#realDonaldTrump #MAGA #draintheswamp #Assange #podestaemails36 #WIKILEAKS #julianasange https://t.c…",en,Twitter for iPhone,177,None,None
okeypeter,nwabiafran,39732,84,305,7.16635E+17,FALSE,Igwocha ,4/3/2016 14:33,8.00816E+17,"RT @Esmathp: ""@EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump… https://t…",en,Twitter for Android,141,None,None
James R,Realpersonpltcs,8630,17261,217,7.79124E+17,FALSE,liberal hell,9/23/2016 1:03,8.00816E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
okey john,okeychi25,5403,3,30,7.93463E+17,FALSE,,11/1/2016 14:41,8.00813E+17,"RT @EmekaGift: No more Nigeria, #Biafra is what we need.. #FreeBiafra #FreeNnamdiKanu #supportBiafra #realDonaldTrump  #CowboysNation #PHIv…",en,Twitter for Android,329,None,None
Ran Wote,RanWote,15699,16534,222,7.83461E+17,FALSE,,10/5/2016 0:16,8.00813E+17,"RT @LouDobbs: Whatever Challenges #realDonaldTrump Faces, Few Will Be as Insidious, Toxic and Potentially Destructive as @SpeakerRyan #MAGA…",en,Twitter for Android,499,None,None
John Maryland,oppizzagate,7,1,6,8.00067E+17,FALSE,"Washington, DC",11/19/2016 20:04,8.00813E+17,"Will media ever cover #pizzagate ?
#pizzagate #pizzagateDay1 #hillary #realDonaldTrump #hillary4prison",en,Twitter Web Client,1,None,None
